C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_32_037.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_32_037.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_32_037.jpg,0,0,0,1.141766E-05
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_32_121.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_32_121.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_32_121.jpg,0,0,0,4.0868E-06
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_32_203.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_32_203.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_32_203.jpg,0,0,0,2.495922E-05
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_32_283.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_32_283.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_32_283.jpg,0,0,0,2.334838E-06
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_32_366.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_32_366.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_32_366.jpg,0,0,0,8.569868E-07
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_32_478.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_32_478.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_32_478.jpg,0,0.3352131,0,0.3757067
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_32_585.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_32_585.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_32_585.jpg,0,0.6125054,0,0.8171393
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_32_667.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_32_667.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_32_667.jpg,0,0.8594974,0,1.599875
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_32_749.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_32_749.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_32_749.jpg,0,1,0,2.499113
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_32_815.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_32_815.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_32_815.jpg,0,1,0,3.666595
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_32_901.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_32_901.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_32_901.jpg,0,1,0,4.604314
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_32_985.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_32_985.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_32_985.jpg,0,1,0,5.533053
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_33_067.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_33_067.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_33_067.jpg,-0.1,1,0,6.452833
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_33_148.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_33_148.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_33_148.jpg,-0.3,1,0,7.349035
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_33_234.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_33_234.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_33_234.jpg,-0.5500001,1,0,8.427427
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_33_314.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_33_314.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_33_314.jpg,-0.7500002,1,0,9.250558
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_33_398.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_33_398.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_33_398.jpg,0,1,0,10.06166
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_33_487.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_33_487.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_33_487.jpg,0,1,0,10.93973
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_33_571.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_33_571.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_33_571.jpg,0,1,0,11.65603
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_33_666.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_33_666.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_33_666.jpg,0,1,0,12.67247
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_33_749.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_33_749.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_33_749.jpg,0,1,0,13.82841
C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\center_2017_11_13_16_09_33_819.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\left_2017_11_13_16_09_33_819.jpg,C:\git\self-driving-car-experiments\Udacity environment\images_cloning\IMG\right_2017_11_13_16_09_33_819.jpg,0,1,0,14.64638
